time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,sex,country_of_domicile,country_of_domicile_grouped,qualification_level,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
202122,Tax year,National,K02000001,United Kingdom,2019/2020,1 YAG,Female + male,Nigeria,Non-EU,First-degree,1035,1030,14.9,0.3,875,21.6,6.2,14.9,36.2,57.2,42.3,135,19300,27000,35000
202122,Tax year,National,K02000001,United Kingdom,2019/2020,1 YAG,Female + male,Poland,EU,First-degree,1360,1290,6.4,5.2,1210,19.7,6,32.3,52.8,68,35.7,390,17900,24800,32100
202122,Tax year,National,K02000001,United Kingdom,2019/2020,1 YAG,Female + male,Portugal,EU,First-degree,950,910,23.2,3.9,700,22,8.6,26.3,36.1,46.3,20,230,15100,21000,29000
202122,Tax year,National,K02000001,United Kingdom,2019/2020,1 YAG,Female + male,Romania,EU,First-degree,1725,1680,9.6,2.4,1520,20.5,7.5,35.8,50.6,62.4,26.6,560,17500,25000,34700
202122,Tax year,National,K02000001,United Kingdom,2019/2020,1 YAG,Female + male,Singapore,Non-EU,First-degree,1375,1360,52.6,1.2,645,13.1,3.3,12.2,18.9,31,18.8,150,31200,38900,49800
202122,Tax year,National,K02000001,United Kingdom,2019/2020,1 YAG,Female + male,United States,Non-EU,First-degree,1170,1150,32.7,1.5,775,22.4,5.5,12.8,21.9,39.4,26.6,130,16400,25200,35800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,United Arab Emirates,Non-EU,First-degree,75,75,44.6,3.9,40,29.7,4.1,12.2,16.2,21.6,9.5,10,c,c,c
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Bulgaria,EU,First-degree,150,140,17.7,4.7,115,13.5,5.7,53.2,59.6,63.1,9.9,70,21500,29100,37400
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,China,Non-EU,First-degree,4275,4220,64.3,1.3,1510,27,1.4,5.5,6.1,7.4,1.9,205,16500,26400,38800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Cyprus,EU,First-degree,1030,1010,67.3,2.2,330,12.1,2.6,12.2,15.5,18,5.8,120,19800,29300,43600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Germany,EU,First-degree,1120,1040,51.1,6.9,510,21.7,2.6,17.8,22.1,24.7,6.9,170,22000,30200,38200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Spain,EU,First-degree,300,280,37.9,6.3,175,24.8,3.5,28.4,33,33.7,5.3,70,19600,25200,31100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,France,EU,First-degree,1180,1120,50.5,5.1,555,21.4,2.9,20.5,23.6,25.2,4.6,220,19800,27300,36200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Greece,EU,First-degree,415,410,45.3,1.2,225,20.4,3.6,21.2,26.5,30.7,9.5,80,18900,25000,33900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Hong Kong,Non-EU,First-degree,1035,995,64.8,3.7,350,20.5,1.3,10.9,12,13.4,2.5,105,23800,31100,46500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,India,Non-EU,First-degree,475,445,35,5.9,290,37.7,3.6,17.9,22.4,23.8,5.8,70,18700,28200,44300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Italy,EU,First-degree,270,260,19.4,5.1,210,26,7,38.4,45,47.7,9.3,95,17200,25300,39500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Korea (South),Non-EU,First-degree,275,260,60.9,5.4,100,25.7,1.9,9.6,10.3,11.5,1.9,20,21600,25800,37300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Lithuania,EU,First-degree,290,260,15.4,11,220,20.8,5.4,53.3,56.8,58.3,5,130,20500,27400,35100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Malaysia,Non-EU,First-degree,1905,1845,69.7,3.1,560,20.2,1,6.2,7.8,9.1,2.8,115,27100,39900,50900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Nigeria,Non-EU,First-degree,505,500,29.7,0.8,355,35.7,3.6,21.7,26.3,31.1,9.4,95,13200,21200,34000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Poland,EU,First-degree,790,710,13.1,10.1,615,19.7,4.5,53.3,61.1,62.6,9.3,355,17600,24900,33700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Portugal,EU,First-degree,140,130,42.6,6.5,75,18.6,2.3,28.7,32.6,36.4,7.8,35,16100,28900,37000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Romania,EU,First-degree,155,155,12.3,1.3,135,23.2,3.2,53.5,60,61.3,7.7,80,22000,29600,42800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,Singapore,Non-EU,First-degree,320,315,64.9,1.9,110,16.1,1.6,12.3,13.6,17.4,5.1,35,30700,49400,70300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female,United States,Non-EU,First-degree,320,295,30.6,7.5,205,29.6,1,31.3,35.7,38.8,7.5,90,21500,30200,37700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,United Arab Emirates,Non-EU,First-degree,295,295,68.3,1,95,15,1.7,8.5,9.6,15,6.5,20,22700,29800,47200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Bulgaria,EU,First-degree,125,120,30.5,4.1,80,19.5,0.8,46.6,49.2,49.2,2.5,50,21800,36400,52200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,China,Non-EU,First-degree,3255,3235,67.8,0.6,1040,22.3,0.9,5.5,7,9,3.5,160,12400,27400,40600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Cyprus,EU,First-degree,900,880,64.5,2.2,310,12.1,2.7,15.9,18.7,20.7,4.8,135,25000,34800,49800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Germany,EU,First-degree,860,820,61.9,4.8,310,16.8,2,13.7,16.8,19.3,5.6,100,23400,36100,55600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Spain,EU,First-degree,310,295,48.8,5.2,150,19.8,3.4,23.2,24.9,28,4.8,65,20900,31800,50900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,France,EU,First-degree,1080,1035,56.7,4.1,450,24.1,1.8,14.5,16.4,17.4,2.9,130,21100,31500,44300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Greece,EU,First-degree,585,575,53.1,2.2,270,16.8,2.6,20.2,23.7,27.6,7.3,110,21200,31500,42800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Hong Kong,Non-EU,First-degree,990,975,65.7,1.7,335,22.6,1.2,8.2,9.7,10.5,2.3,75,20900,30700,51000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,India,Non-EU,First-degree,885,825,25.3,6.7,615,47.2,2.7,20.2,23,24.8,4.6,150,19000,29600,40300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Italy,EU,First-degree,235,220,27.1,6.8,160,27.1,6.3,31.7,36.7,39.4,7.7,65,23200,29500,41800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Korea (South),Non-EU,First-degree,230,225,68.4,1.7,70,14.2,1.3,11.6,13.3,16,4.4,20,25600,37300,45000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Lithuania,EU,First-degree,210,195,13.5,7.7,165,30.6,3.1,48.7,51.8,52.8,4.1,85,23400,32600,49800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Malaysia,Non-EU,First-degree,1915,1880,70.4,1.8,555,20.6,0.9,5.6,6.8,8.1,2.5,90,30000,46800,58200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Nigeria,Non-EU,First-degree,660,650,21.1,1.4,510,40.4,4.3,26,32,34.2,8.2,145,16100,23800,37300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Poland,EU,First-degree,380,345,14.4,8.7,295,33.7,3.7,41.8,47.3,48.1,6.3,130,17200,26000,39900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Portugal,EU,First-degree,145,145,49.7,2.1,70,18.2,3.5,22.4,25.9,28.7,6.3,30,23400,30600,40600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Romania,EU,First-degree,90,90,26.7,1.1,65,14.4,2.2,45.6,53.3,56.7,11.1,40,20100,32900,41700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,Singapore,Non-EU,First-degree,250,245,69.8,2.8,75,12.2,2.4,12.2,14.3,15.5,3.3,30,42500,50900,66200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Male,United States,Non-EU,First-degree,215,200,40,6.1,120,30,3,20,24,27,7,35,22700,37700,57200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,United Arab Emirates,Non-EU,First-degree,95,95,43.6,3.1,55,28.7,1.1,13.8,20.2,26.6,12.8,15,17200,20900,25300
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Bulgaria,EU,First-degree,455,435,17.4,4.4,360,18.3,4.1,46.3,55,60.1,13.8,185,19000,24200,31100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,China,Non-EU,First-degree,6690,6665,70.7,0.4,1955,20.1,1.4,3.5,4.6,7.8,4.3,215,9500,21600,32600
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Cyprus,EU,First-degree,1100,1085,61.2,1.2,420,12.2,2.5,12.7,17.4,24.1,11.4,130,16700,24000,29400
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Germany,EU,First-degree,1095,1035,45.2,5.2,570,24,3.4,17,23.5,27.4,10.4,165,17900,23400,30700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Spain,EU,First-degree,350,330,38.2,6.2,205,17.6,4.2,31.5,36.4,40,8.5,95,17900,22700,28200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,France,EU,First-degree,1085,1035,44.5,4.6,575,20.8,4.1,24,27.3,30.6,6.6,225,18300,24500,31100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Greece,EU,First-degree,460,455,34.7,1.9,295,19,5.5,23.2,31.8,40.8,17.7,95,17900,25600,34000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Hong Kong,Non-EU,First-degree,1100,1085,64.9,1.6,380,19.3,2.1,10.3,11.3,13.7,3.3,105,18700,28500,40600
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,India,Non-EU,First-degree,635,615,30.3,3.8,425,32.5,5.4,26.3,29.2,31.8,5.5,155,14600,18700,26000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Italy,EU,First-degree,350,335,18.8,3.7,275,25.6,5.1,36.3,43.8,50.6,14.3,115,16500,22800,27400
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Korea (South),Non-EU,First-degree,280,280,60.4,0.4,110,21.2,1.1,12.2,14,17.3,5,30,20100,26500,33800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Lithuania,EU,First-degree,375,350,12,6.9,310,25.1,4.3,51,55.6,58.7,7.7,170,17200,23100,28900
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Malaysia,Non-EU,First-degree,2265,2245,75,0.9,560,15.6,0.6,5.6,6.5,8.8,3.2,110,27800,38100,43900
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Nigeria,Non-EU,First-degree,585,580,21.9,1,455,46.5,4.1,15.5,20.8,27.5,12,70,11200,20700,31600
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Poland,EU,First-degree,625,590,12.2,5.6,520,18.5,5.6,53.7,62,63.7,10,300,15700,22100,28000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Portugal,EU,First-degree,145,140,34.5,1.4,95,21.1,2.8,28.9,35.2,41.5,12.7,35,17600,26400,32600
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Romania,EU,First-degree,425,420,13.4,1.2,360,16.3,3.1,50.7,61.5,67.2,16.5,205,16800,24200,34000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,Singapore,Non-EU,First-degree,425,420,68.3,1.4,135,15.5,1.4,11.5,13.1,14.8,3.3,45,22300,35900,52700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female,United States,Non-EU,First-degree,335,320,31.7,4.2,220,32.3,5.9,18.3,24.8,30.1,11.8,45,16500,21600,32600
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,United Arab Emirates,Non-EU,First-degree,270,265,66.7,1.1,90,18.4,3,6.7,9,12,5.2,15,24900,34000,42500
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Bulgaria,EU,First-degree,385,375,26.8,3.1,275,25.2,2.4,34.9,40.8,45.6,10.7,120,20400,28400,40000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,China,Non-EU,First-degree,5300,5285,76.2,0.2,1260,13.5,1.1,3.1,4.8,9.2,6.1,140,14500,23200,33800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Cyprus,EU,First-degree,970,955,61.5,1.5,365,11.8,2.6,14.9,18.7,24.1,9.2,140,20900,28500,37700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Germany,EU,First-degree,880,840,55.3,4.2,375,14,2.7,17.5,21.5,27.9,10.5,130,22300,30400,42100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Spain,EU,First-degree,330,315,35.2,4,205,19,4.8,32.4,37.1,41,8.6,95,19400,26700,37000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,France,EU,First-degree,970,925,54,4.7,425,18.9,4.4,16.5,20.3,22.7,6.2,140,19400,28200,38800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Greece,EU,First-degree,590,585,40,1,350,18.7,3.8,21.4,28.3,37.6,16.1,115,19200,24000,34500
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Hong Kong,Non-EU,First-degree,1090,1075,67.8,1.3,345,17.2,1.6,9,11.2,13.5,4.5,90,18200,27400,40700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,India,Non-EU,First-degree,1035,1000,27.2,3.5,725,47.4,3.2,16,18.7,22.1,6.1,140,18700,23400,34400
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Italy,EU,First-degree,285,275,20.4,3.5,220,22.2,4.7,36.7,44.4,52.7,16,95,21200,26700,32900
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Korea (South),Non-EU,First-degree,240,240,64.4,0.8,85,18.8,2.1,7.9,9.2,14.6,6.7,15,20100,27400,39500
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Lithuania,EU,First-degree,280,270,14.9,4.6,230,28.6,4.5,40.1,49.8,52,11.9,105,21600,27400,34800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Malaysia,Non-EU,First-degree,2260,2245,75.3,0.6,555,17.4,0.7,3.7,4.4,6.6,2.9,75,28500,41200,44700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Nigeria,Non-EU,First-degree,905,895,21.8,1.3,700,43.8,5.1,17.7,21.8,29.2,11.5,135,13000,21400,31800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Poland,EU,First-degree,350,315,16.5,10,265,21.6,5.7,44.4,52.1,56.2,11.7,130,18100,25700,38800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Portugal,EU,First-degree,150,145,37.9,3.3,90,18.6,4.1,32.4,35.2,39.3,6.9,40,18700,25900,34000
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Romania,EU,First-degree,270,270,21.3,0.4,210,17.2,4.5,45.9,51.1,57.1,11.2,115,20700,27100,35100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,Singapore,Non-EU,First-degree,425,420,70.1,1.2,125,11.2,1.7,12.1,13.8,17.1,5,45,33700,45000,57500
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Male,United States,Non-EU,First-degree,200,195,39.9,3,115,32.1,2.6,15.5,20.7,25.4,9.8,30,23800,29300,45300
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,United Arab Emirates,Non-EU,First-degree,150,150,35.3,1.3,95,18.7,2,15.3,21.3,44,28.7,20,19900,23800,30000
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Bulgaria,EU,First-degree,595,580,10.2,2.2,520,17.6,6.9,42.8,56,65.3,22.6,240,15000,19400,23900
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,China,Non-EU,First-degree,7085,7075,30.3,0.1,4935,4.6,0.6,1.6,4.8,64.5,62.9,95,13800,21800,31500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Cyprus,EU,First-degree,1205,1190,39.6,1.4,715,7.3,2.6,10.9,17.5,50.4,39.5,120,15200,20900,26400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Germany,EU,First-degree,985,955,32.6,3,645,14.9,5.5,17.5,29.4,47.1,29.6,145,15000,22300,30700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Spain,EU,First-degree,425,410,25.1,3.7,310,17,7.3,30.7,41.1,50.6,20,110,14300,20700,26000
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,France,EU,First-degree,895,870,26,3.1,645,17.7,6.7,23.4,34.9,49.6,26.2,185,13500,18700,23100
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Greece,EU,First-degree,560,550,22.6,2.3,425,12,7.1,20.4,31,58.2,37.8,100,10200,15400,22700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Hong Kong,Non-EU,First-degree,1505,1500,58,0.3,630,14.3,3,6.7,9,24.7,18,85,15000,23400,32200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,India,Non-EU,First-degree,540,530,34.6,1.1,350,23.1,3.9,15.2,21.2,38.3,23.1,75,15000,20500,29300
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Italy,EU,First-degree,520,500,11.8,3.1,445,15.1,9,29.5,45,64.1,34.7,130,12400,19400,25600
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Korea (South),Non-EU,First-degree,335,335,51.7,0,160,19.5,2.7,8.1,9.6,26.1,18,20,13900,16800,20500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Lithuania,EU,First-degree,645,620,5.3,4,590,16.9,10,57.2,64.4,67.8,10.6,340,13500,17600,22100
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Malaysia,Non-EU,First-degree,2520,2510,63.9,0.3,905,14.2,2.3,6.3,8.2,19.5,13.3,130,21200,28200,35500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Nigeria,Non-EU,First-degree,760,755,15.9,0.8,635,24.9,5.4,11.5,26.9,53.8,42.3,65,7000,17900,26400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Poland,EU,First-degree,485,465,6.5,3.9,435,15.5,6.9,47.3,63.4,71.2,23.9,205,15000,20100,23900
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Portugal,EU,First-degree,130,130,34.1,2.3,85,10.9,6.2,27.9,35.7,48.8,20.9,35,11100,19600,27400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Romania,EU,First-degree,650,640,6.9,1.2,600,10.6,7.5,48.9,65.3,75.1,26.2,295,14300,19400,24900
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,Singapore,Non-EU,First-degree,695,690,60.5,0.6,275,10.9,2.2,9.3,12.4,26.5,17.2,55,23400,34400,39200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female,United States,Non-EU,First-degree,435,430,29.6,1.6,300,22.8,4.9,18.2,26.8,42.7,24.5,70,13500,20900,27400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,United Arab Emirates,Non-EU,First-degree,295,295,49.2,0.3,150,15.6,3.4,11.5,14.2,31.9,20.3,30,19800,27100,34000
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Bulgaria,EU,First-degree,550,540,17.8,1.6,445,19.1,9.8,35,44.6,53.3,18.3,175,14400,20500,26700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,China,Non-EU,First-degree,5930,5925,34.3,0.1,3895,3.9,0.6,1.5,4.2,61.2,59.7,75,12200,26000,33300
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Cyprus,EU,First-degree,1145,1135,39.8,1,685,10.5,2,13.3,20.2,47.7,34.4,140,15700,22700,31100
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Germany,EU,First-degree,685,665,40.9,2.9,395,11,3.9,15.5,25.7,44.2,28.7,90,19000,26000,37200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Spain,EU,First-degree,375,370,29.7,1.9,260,17.3,8.4,26.5,33.2,44.6,18.1,85,15000,23100,28900
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,France,EU,First-degree,675,640,33.8,4.6,425,16,6.9,21.5,27.9,43.3,21.8,120,15700,24900,31500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Greece,EU,First-degree,640,625,24,2,475,9.9,6.1,15.5,26.1,60,44.5,80,15400,23600,28500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Hong Kong,Non-EU,First-degree,1480,1470,56.8,0.5,635,11.1,3.7,6.5,8.4,28.4,21.9,85,16800,23800,30400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,India,Non-EU,First-degree,960,935,30.3,2.6,655,32.9,4.5,13.2,19,32.3,19.1,100,17100,26700,32200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Italy,EU,First-degree,430,425,14.9,1.9,360,15.1,6.1,26.7,39.5,63.8,37.1,105,16800,23400,28900
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Korea (South),Non-EU,First-degree,295,295,60.5,0,115,12.2,4.1,4.4,5.8,23.1,18.7,15,12400,20900,30700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Lithuania,EU,First-degree,400,390,7.2,3.2,360,25.4,8.2,48.1,53.5,59.1,11.1,170,14900,20100,26700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Malaysia,Non-EU,First-degree,2465,2450,70.8,0.6,715,11.7,1.5,5,6.2,16,11,100,22000,27100,36200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Nigeria,Non-EU,First-degree,940,940,17.4,0.3,775,24.2,6.5,11.8,22.8,51.9,40.1,85,11300,20100,27100
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Poland,EU,First-degree,270,255,8.7,6.6,230,20.6,4.7,41.9,51.8,66,24.1,95,16100,24200,32600
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Portugal,EU,First-degree,155,155,35.3,1.3,100,12.4,7.2,27.5,33.3,45.1,17.6,40,16700,22100,26800
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Romania,EU,First-degree,535,530,14.6,1.3,450,14,7.8,41.7,53.2,63.6,22,210,16000,21600,28500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,Singapore,Non-EU,First-degree,660,655,62.7,0.8,245,7.9,2.3,7.6,10,27.1,19.5,45,26000,34000,41400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Male,United States,Non-EU,First-degree,220,220,31.2,0.5,150,23.1,8.1,16.7,24,37.6,20.8,30,15400,24200,35900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,United Arab Emirates,Non-EU,First-degree,110,105,48.1,5.5,55,24,3.8,14.4,19.2,24,9.6,15,27000,32500,46700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Bulgaria,EU,First-degree,265,250,21.9,5.3,195,17.1,5.2,49,55,55.8,6.8,115,21900,30700,44900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,China,Non-EU,First-degree,5650,5590,69.2,1.1,1725,22.8,1,4.7,5.7,7,2.3,245,12400,24500,38300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Cyprus,EU,First-degree,1055,1035,68.5,1.8,325,11.5,1.9,13.2,16.4,18.1,4.8,135,19700,27000,35400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Germany,EU,First-degree,1065,1000,50.4,6,495,23.8,3.2,16.3,19.7,22.6,6.3,150,21100,29000,39100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Spain,EU,First-degree,325,305,36.8,6.5,190,19.7,6.2,28.6,35.2,37.2,8.6,80,21200,29600,41400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,France,EU,First-degree,1100,1030,51.4,6.4,500,22.8,2.8,19.2,21.9,23,3.8,185,20800,27200,39100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Greece,EU,First-degree,430,415,41.6,3,245,18.3,4.1,26.2,31.7,36.1,9.9,105,21200,27700,36900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Hong Kong,Non-EU,First-degree,1115,1090,65.9,2.3,370,19.4,1.7,11,11.6,13.1,2,110,21500,31800,43400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,India,Non-EU,First-degree,555,515,31.6,7.2,350,31.6,5.1,26.1,30.2,31.8,5.7,120,16000,23700,36100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Italy,EU,First-degree,310,295,25.1,5.1,220,28.1,3.1,33.6,41.7,43.7,10.2,90,19300,28500,38000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Korea (South),Non-EU,First-degree,285,285,61.8,1.4,110,24.4,2.1,8.8,9.9,11.7,2.8,20,14200,21900,42000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female,Lithuania,EU,First-degree,325,300,10,8,270,27.9,4.3,51.5,56.1,57.8,6.3,145,17900,24500,31800
