time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,sex,country_of_domicile,country_of_domicile_grouped,qualification_level,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Germany,EU,Level 7,1205,1140,71.1,5.6,330,11.8,1.4,11.4,13.2,15.8,4.4,120,30300,52200,92700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Spain,EU,Level 7,485,450,63.1,6.8,165,16.4,0.9,15.6,18.7,19.6,4,65,23300,35800,47400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,France,EU,Level 7,1130,1075,67,4.9,355,14.6,1.2,15.1,16.3,17.2,2,150,28800,42900,67700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Greece,EU,Level 7,1300,1260,58.5,3.2,525,12.7,2,20.7,24.5,26.8,6.1,255,28000,40900,55500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Hong Kong,Non-EU,Level 7,445,435,72.2,2,120,15.4,1.6,9,10.1,10.8,1.8,35,31200,53500,65100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Ireland,EU,Level 7,730,655,37.4,10.3,410,19.4,2.5,32.8,38.7,40.7,8,200,28100,38000,59100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,India,Non-EU,Level 7,10460,9550,15.1,8.7,8105,61,1.6,20.8,21.9,22.4,1.5,1705,22300,33900,45600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Italy,EU,Level 7,605,550,37.9,8.8,345,23.4,2.5,29,33.7,36.2,7.2,150,28800,40900,65000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Korea (South),Non-EU,Level 7,390,380,74.5,2.8,95,13.4,0.3,7.4,9.2,11.8,4.5,25,19300,33200,48200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Malaysia,Non-EU,Level 7,480,465,55.7,3.3,205,31.3,0.6,9.3,10.8,12.3,3,35,17500,34300,48500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Nigeria,Non-EU,Level 7,3020,2920,16.7,3.2,2435,47.8,3.1,23.9,29.8,32.4,8.5,595,13900,27700,38700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Pakistan,Non-EU,Level 7,2090,1995,12.5,4.5,1745,41.3,4,37.7,40.9,42.2,4.5,655,10200,19000,33600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Saudi Arabia,Non-EU,Level 7,1310,1305,77.8,0.2,290,5.8,0.5,1.9,2.8,15.9,14,20,18200,28100,38000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Thailand,Non-EU,Level 7,780,760,72.4,2.7,210,21.2,0.3,4,4,6.1,2.1,20,20400,30100,53700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Taiwan (Province of China),Non-EU,Level 7,515,505,83,1.4,85,9.5,0.4,5.5,5.7,7.1,1.6,25,10600,25400,43400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,United States,Non-EU,Level 7,1555,1495,64.1,4,535,18.5,1.5,11.5,13.5,15.9,4.3,150,23400,39600,80500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Male,Vietnam,Non-EU,Level 7,240,235,66.2,0.8,80,26.2,0.4,4.6,6.3,7.2,2.5,10,c,c,c
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Canada,Non-EU,Level 7,750,715,49.9,4.7,360,23.2,2.4,16.9,21.8,24.5,7.7,115,20400,29600,43100
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,China,Non-EU,Level 7,15310,15230,77.5,0.5,3420,16,0.7,3.2,4.4,5.8,2.6,440,13500,24100,35400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Cyprus,EU,Level 7,880,865,68,1.6,275,11,1.6,13.5,17.2,19.4,5.9,115,18200,27000,36500
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Germany,EU,Level 7,1470,1365,56.9,7,590,15.4,3.1,16,20.3,24.7,8.7,205,23000,29900,38000
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Spain,EU,Level 7,525,475,43,9.1,270,16.6,2.3,26.2,34.8,38.2,11.9,115,20800,27400,32800
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,France,EU,Level 7,1060,995,47.9,6.3,520,19.5,4,23.6,26.9,28.5,4.9,215,21700,27700,36500
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Greece,EU,Level 7,1470,1435,43.3,2.2,815,17.7,2.2,27.1,32.6,36.8,9.7,380,20800,29200,36500
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Hong Kong,Non-EU,Level 7,485,480,67.6,1.2,155,18.4,1.3,8.8,10.2,12.7,4,35,18600,28100,35800
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Ireland,EU,Level 7,800,670,28.6,16.1,480,18.6,5.1,37.6,44.8,47.8,10.1,240,23000,29400,34700
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,India,Non-EU,Level 7,3175,3075,35.5,3.1,1985,48.6,2.3,10,12.5,13.6,3.6,260,17900,28800,43400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Italy,EU,Level 7,750,715,28.3,5.1,510,19.6,3.5,37.3,44.9,48.5,11.2,245,21500,28100,35400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Korea (South),Non-EU,Level 7,555,555,72.2,0.7,155,14.8,1.3,6,7.4,11.8,5.8,30,19300,28500,35800
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Malaysia,Non-EU,Level 7,630,615,57.6,2.2,260,27.8,1.1,6.5,9.1,13.5,7,30,25700,38300,48400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Nigeria,Non-EU,Level 7,1975,1935,21.9,1.8,1515,58.3,2.2,10,15,17.7,7.6,145,10600,19000,31400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Pakistan,Non-EU,Level 7,445,440,33.9,0.7,290,39.5,3,14.1,19.1,23.6,9.5,60,9800,21400,45300
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Saudi Arabia,Non-EU,Level 7,515,515,64.8,0.2,180,5.1,0.4,2.3,4.7,29.8,27.4,10,c,c,c
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Thailand,Non-EU,Level 7,1645,1625,74.3,1.2,420,21.5,0.2,1.5,2.2,4.1,2.6,20,12800,21900,30700
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Taiwan (Province of China),Non-EU,Level 7,1365,1350,81.6,1.3,250,12.7,0.7,3,3.9,5,1.9,40,14700,21700,32500
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,United States,Non-EU,Level 7,2615,2545,53.6,2.8,1180,23.5,1.7,14.2,18,21.3,7.1,330,17300,28100,37600
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female,Vietnam,Non-EU,Level 7,645,640,63,1.1,235,28.2,0.8,5.5,6.4,8,2.5,30,6900,11900,26100
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Canada,Non-EU,Level 7,480,455,55.4,5,205,20.4,1.5,16.7,19.8,22.6,5.9,70,27600,38500,62900
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,China,Non-EU,Level 7,8545,8515,78.8,0.4,1805,12.9,0.5,2.8,4.7,7.8,5,220,15300,29200,40500
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Cyprus,EU,Level 7,640,630,66.2,2.2,210,13.4,1.8,13.4,16.1,18.6,5.3,80,25500,31900,42000
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Germany,EU,Level 7,1315,1260,65.9,4.4,430,10.7,1.3,13.8,18,22.2,8.4,165,26300,40200,65000
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Spain,EU,Level 7,465,435,52.8,6,205,15.6,2.3,20.6,26.4,29.4,8.7,85,27400,33600,48200
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,France,EU,Level 7,1175,1110,62.2,5.4,420,13.1,2.7,17.3,20,22,4.7,185,26600,39400,60600
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Greece,EU,Level 7,1420,1385,45.2,2.5,760,14.7,2.7,28.3,34.1,37.4,9,385,27000,34300,44900
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Hong Kong,Non-EU,Level 7,455,450,68.4,1.1,140,16.7,1.1,9.6,12,13.8,4.2,40,29900,40200,62400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Ireland,EU,Level 7,605,545,31.6,9.8,375,20.6,6.1,32.1,38.5,41.8,9.7,165,24500,32800,53600
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,India,Non-EU,Level 7,5315,5100,25.2,4.1,3810,61.4,1.4,10,11.3,11.9,1.9,415,24500,35800,54800
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Italy,EU,Level 7,695,660,36,5.5,420,17.5,3.6,28.9,37.5,42.9,14,180,27000,33900,47400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Korea (South),Non-EU,Level 7,400,395,75.4,1,95,10.4,1.3,4.6,7.6,12.9,8.4,15,24800,27700,34300
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Malaysia,Non-EU,Level 7,495,485,63,1.8,180,25.6,0.8,6.4,8.9,10.5,4.1,20,29600,33900,36900
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Nigeria,Non-EU,Level 7,2740,2660,19.2,2.9,2150,57,1.7,12.8,19.6,22.2,9.4,255,13100,24800,36500
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Pakistan,Non-EU,Level 7,1315,1260,15.9,4,1060,58.7,2.5,17.6,21.3,22.9,5.2,185,12400,25400,36200
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Saudi Arabia,Non-EU,Level 7,845,845,74.4,0.4,215,5.9,0.2,1.7,2.8,19.4,17.8,10,9000,25200,38000
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Thailand,Non-EU,Level 7,945,935,77.8,1.4,205,17.2,0.3,1.2,1.7,4.6,3.4,10,c,c,c
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Taiwan (Province of China),Non-EU,Level 7,510,510,84.6,0.6,80,8.7,1,3.5,4.3,5.7,2.2,15,17200,34000,54400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,United States,Non-EU,Level 7,1510,1470,59.6,2.6,595,17.9,2.2,12.9,16.1,20.2,7.3,175,18600,32300,51100
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Male,Vietnam,Non-EU,Level 7,415,415,69.8,0.5,125,22.5,1,4.3,4.8,6.8,2.4,15,10600,25900,38300
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Canada,Non-EU,Level 7,730,715,46,2.2,385,20.7,4.1,21.1,25,29.2,8.1,135,21500,27200,36500
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,China,Non-EU,Level 7,18605,18535,78.7,0.4,3940,13.6,1,3.6,4.6,6.7,3.1,540,15300,24800,31800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Cyprus,EU,Level 7,640,630,53.9,1.7,290,13.4,3.5,19.4,24.3,29.3,9.9,115,17900,23700,31000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Germany,EU,Level 7,1330,1285,53.9,3.4,595,12.9,4,19.4,25.1,29.3,9.9,225,21200,28100,38000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Spain,EU,Level 7,590,565,39.5,4.6,340,17,3,28,35.1,40.4,12.4,140,19000,24100,29600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,France,EU,Level 7,1040,1000,45.6,4.1,545,15.1,5.8,27.1,30.8,33.4,6.3,245,21500,26300,34700
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Greece,EU,Level 7,1180,1160,35.4,1.4,750,15.5,5.9,32.3,37.6,43.2,10.9,360,20100,25700,30300
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Hong Kong,Non-EU,Level 7,500,490,62.7,2.2,185,16.3,4.3,11.2,13.1,16.7,5.5,50,16400,22600,32500
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Ireland,EU,Level 7,645,600,26.6,7.1,440,14.1,7.7,41.9,48.6,51.6,9.7,240,21200,24800,29200
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,India,Non-EU,Level 7,2275,2230,37.1,1.8,1405,37.9,4.9,14.4,17.5,20.1,5.6,265,17900,24800,33600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Italy,EU,Level 7,990,965,27.1,2.5,705,18.3,6.7,35.3,43,47.9,12.6,315,17900,24200,29600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Korea (South),Non-EU,Level 7,545,535,69.3,1.8,165,17.3,1.9,6.9,8.8,11.5,4.7,35,17200,25600,31000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Malaysia,Non-EU,Level 7,1035,1025,68.3,0.8,325,20.5,1.3,5.3,7.6,9.9,4.7,40,12400,22600,33900
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Nigeria,Non-EU,Level 7,2105,2070,21.7,1.6,1625,52.4,5.4,12.7,17.5,20.6,7.8,155,10600,18100,27700
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Pakistan,Non-EU,Level 7,435,430,30.6,0.7,300,39.4,5.1,12.8,19.3,24.8,12.1,45,9900,18600,34700
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Saudi Arabia,Non-EU,Level 7,585,585,68.2,0.5,185,4.6,0.5,2.2,5.7,26.7,24.5,10,c,c,c
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Thailand,Non-EU,Level 7,1700,1685,74.7,0.8,425,17.9,1.4,3.2,4.6,6,2.8,30,12400,23000,31800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Taiwan (Province of China),Non-EU,Level 7,1325,1310,75.1,1,325,13.3,3.2,6,7.1,8.5,2.4,70,14100,21200,28600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,United States,Non-EU,Level 7,2660,2605,53.6,2.1,1210,21.2,3.1,14.2,17.8,22,7.8,310,21100,27400,36200
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female,Vietnam,Non-EU,Level 7,610,605,56.5,0.8,265,29,2.8,7.9,10.1,11.8,3.8,35,9900,19700,28800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Canada,Non-EU,Level 7,485,470,54,2.9,215,16.3,3.8,16.5,20.3,25.8,9.3,65,24800,33000,65700
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,China,Non-EU,Level 7,10200,10170,80.3,0.3,2005,10.7,0.7,2.6,4.6,8.3,5.6,235,20400,27900,36900
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Cyprus,EU,Level 7,450,440,52.7,1.6,210,13.3,4.1,21.7,25.8,29.9,8.1,95,23000,27700,33600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Germany,EU,Level 7,1325,1285,63.9,2.8,465,8.8,2,14.8,19.8,25.3,10.5,175,28800,36900,55800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Spain,EU,Level 7,575,555,44.6,3.5,305,11,4.2,28.2,33.6,40.3,12.1,145,22900,30700,39800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,France,EU,Level 7,1045,1010,61.6,3.3,390,10.3,3.3,20.2,22.4,24.8,4.6,190,24000,32500,49600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Greece,EU,Level 7,1145,1130,39.4,1.4,685,13.5,3.5,33.4,39.1,43.7,10.4,370,24100,29700,37000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Hong Kong,Non-EU,Level 7,470,465,64.5,0.9,165,14.6,2.4,11.2,14.8,18.5,7.3,45,20800,26600,38000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Ireland,EU,Level 7,500,465,27.7,6.6,335,17.8,6.9,36.6,43.9,47.5,11,155,19600,27000,36400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,India,Non-EU,Level 7,3635,3545,27.8,2.5,2560,51.8,3.6,13.8,15.7,16.8,3,380,21500,29700,43800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Italy,EU,Level 7,840,810,31.5,3.1,555,15.1,4.7,35,41.7,48.6,13.7,260,24100,29600,41200
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Korea (South),Non-EU,Level 7,420,415,75.3,1.4,100,10.2,1.5,3.9,7,13.1,9.2,15,25200,28500,31400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Malaysia,Non-EU,Level 7,675,670,62,0.6,255,23.5,1.5,7.2,9.6,13,5.8,40,23700,28800,33900
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Nigeria,Non-EU,Level 7,2750,2700,21.7,1.9,2115,49,5,13.7,20.7,24.3,10.6,225,15000,21200,31400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Pakistan,Non-EU,Level 7,960,940,18.6,2.2,765,47.7,5.5,18.1,24.9,28.1,10,135,11000,21200,31000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Saudi Arabia,Non-EU,Level 7,1045,1040,78.4,0.4,225,6,1,2.3,3.5,14.6,12.3,20,17200,31400,42300
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Thailand,Non-EU,Level 7,925,920,79.6,0.6,190,12.4,1.2,2.5,3.7,6.8,4.3,15,20400,31000,35400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Taiwan (Province of China),Non-EU,Level 7,510,505,80,0.8,100,7.7,2.2,4.8,6.3,10.1,5.3,20,16400,22600,29600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,United States,Non-EU,Level 7,1400,1380,63.1,1.4,510,14.6,3.1,10.9,13.1,19.2,8.3,130,20800,32800,50400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Male,Vietnam,Non-EU,Level 7,495,490,60.8,1,190,28.6,1.2,5.1,6.7,9.4,4.3,20,16400,25600,34700
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Canada,Non-EU,Level 7,715,680,48.5,4.8,350,22.4,2.4,20.6,24.6,26.8,6.2,135,23400,35000,56200
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,China,Non-EU,Level 7,11620,11435,70,1.6,3435,21.9,1.1,5.7,6.3,7.1,1.5,595,16400,29200,41600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Cyprus,EU,Level 7,965,940,72.7,2.7,255,11.3,1.7,10.1,12,14.4,4.3,90,21100,30300,39900
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Germany,EU,Level 7,1455,1355,62.4,6.9,510,17.8,2.1,13.5,15.9,17.6,4.1,175,25900,34700,52600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Spain,EU,Level 7,500,455,45.5,9.2,250,19.1,3.3,27,30.3,32.1,5.1,115,18200,30700,44200
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,France,EU,Level 7,1125,1035,51.6,7.8,500,20,1.8,23.3,25.4,26.5,3.3,225,23600,33900,45600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Greece,EU,Level 7,1495,1455,48.6,2.7,750,17,2.6,25.5,30.4,31.8,6.3,350,24100,33900,51100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Hong Kong,Non-EU,Level 7,480,465,62.5,2.9,175,20,2.8,12.1,13.1,14.7,2.6,55,23700,32100,50000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Ireland,EU,Level 7,1025,825,33.5,19.5,550,22.7,4,33.1,38.2,39.8,6.7,255,23700,32100,43100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,India,Non-EU,Level 7,4210,3930,26.2,6.6,2905,48.2,2.4,20.2,22.2,23.2,3,730,19000,29900,42000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Italy,EU,Level 7,740,695,35,6.3,450,23.5,2.7,32.4,36,38.8,6.5,205,21500,32100,41600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Korea (South),Non-EU,Level 7,600,590,65,1.7,205,22.8,1.5,7.5,8.7,10.7,3.2,35,20100,28100,43800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Malaysia,Non-EU,Level 7,605,595,56.1,1.8,260,31.3,0.8,8.6,10.1,11.8,3.2,45,16700,32500,46000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Nigeria,Non-EU,Level 7,1920,1870,19.6,2.6,1505,55.5,2.8,16.3,20.4,22.1,5.8,255,10500,21200,33800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Pakistan,Non-EU,Level 7,495,485,26,2.6,360,43.4,3.5,22.1,26,27.1,5,100,8000,19500,34700
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Saudi Arabia,Non-EU,Level 7,640,640,69.3,0.3,195,6.4,0.5,0.8,2.2,23.8,23,5,c,c,c
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Thailand,Non-EU,Level 7,1580,1540,72.3,2.7,425,22,0.5,3.2,3.7,5.2,1.9,40,17200,23400,33600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Taiwan (Province of China),Non-EU,Level 7,1380,1345,79.1,2.4,280,13.5,0.6,5.6,6.1,6.8,1.2,70,16100,25200,36100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,United States,Non-EU,Level 7,2540,2410,52.1,5.1,1155,24.8,1.7,17,19.1,21.3,4.3,370,20800,33700,48500
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female,Vietnam,Non-EU,Level 7,505,490,61,2.4,190,29.5,1.6,5.5,6.7,7.9,2.4,25,12800,25600,36500
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Canada,Non-EU,Level 7,455,440,55.2,3.7,195,23.9,1.1,14.5,16.8,19.8,5.2,65,25900,41600,68300
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,China,Non-EU,Level 7,6945,6875,70.9,1,2000,19.7,1,6,7,8.4,2.4,365,20800,31900,46000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Cyprus,EU,Level 7,615,595,67,3.3,195,13.1,2.4,13.6,15.7,17.5,3.9,75,26900,40500,56500
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Germany,EU,Level 7,1310,1220,70.5,6.6,360,11.9,1.8,11.2,13.7,15.8,4.6,120,28500,44500,72600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Spain,EU,Level 7,510,475,58.9,6.9,195,14.9,2.1,19.4,22.1,24,4.6,80,25500,41200,50700
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,France,EU,Level 7,1195,1115,65.4,6.5,385,13.9,1.3,16.9,18.8,19.4,2.5,175,27700,39400,70100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Greece,EU,Level 7,1340,1310,48.4,2.5,675,15.5,3.5,25.6,29.6,32.5,7,330,31000,44000,58800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Hong Kong,Non-EU,Level 7,425,415,66.3,3.3,140,19.9,1.9,8.7,10.9,11.9,3.1,30,21900,34300,56200
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Ireland,EU,Level 7,690,590,36.2,14.8,375,23.1,4.3,31.3,34,36.4,5.1,180,29200,38800,69700
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,India,Non-EU,Level 7,9705,9090,16,6.3,7635,58.3,1.6,22.5,23.7,24.1,1.6,1830,27000,35400,47400
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Italy,EU,Level 7,690,650,42.9,5.2,370,18.9,1.7,29.1,34.4,36.5,7.4,175,29200,43800,69400
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Korea (South),Non-EU,Level 7,385,380,74.5,0.8,95,14.2,1.1,6.6,7.4,10.3,3.7,25,25600,38700,54400
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Malaysia,Non-EU,Level 7,545,530,54.7,3.1,240,33.7,0.6,8.5,9.8,11,2.5,40,21500,33600,45300
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Nigeria,Non-EU,Level 7,2985,2885,16.5,3.3,2410,48.7,2.5,23.2,29.7,32.2,9,595,16400,28100,40900
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Pakistan,Non-EU,Level 7,2240,2125,11.7,5,1880,50.4,3.2,31.2,34,34.8,3.6,585,9900,20800,36900
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Saudi Arabia,Non-EU,Level 7,1410,1410,79.9,0,285,5.8,0.7,2.1,2.7,13.6,11.5,25,22300,33200,42000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Thailand,Non-EU,Level 7,870,850,74.4,2.1,220,20.8,0.2,2.3,2.9,4.6,2.2,15,9500,26800,52000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Taiwan (Province of China),Non-EU,Level 7,525,520,80.4,0.6,100,11.7,0.8,5.2,6.1,7.1,1.9,25,20800,26800,35800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,United States,Non-EU,Level 7,1560,1520,61.9,2.6,580,17.9,1.8,13.9,15.6,18.3,4.4,195,23000,37200,64600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Male,Vietnam,Non-EU,Level 7,330,330,66.6,0.9,110,23.7,0.9,5.5,7.3,8.8,3.3,15,13100,23000,27400
