time_period,time_identifier,geographic_level,country_code,country_name,region_code_origin,region_name_origin,YAG,sex,mature,selective_status,FSM,POLAR4,migration1,migration2,grads,grads_uk,unmatched_percent,overseas_percent,matched,prop_overall
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,5 YAG,Female + male,0,Total,Total,Total,Total,Total,8390,8240,0,1.83508102955195,8240,100
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,5 YAG,Female + male,0,Total,Total,Total,Total,Total,26605,26075,0,1.98466396030672,26075,100
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,5 YAG,Female + male,0,Total,Total,Total,Total,Total,34095,33285,0,2.37857813233224,33285,100
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,5 YAG,Female + male,0,Total,Total,Total,Total,Total,16470,16070,0,2.43458199259304,16070,100
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,5 YAG,Female + male,0,Total,Total,Total,Total,Total,20825,20490,0,1.61809189993758,20490,100
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,5 YAG,Female + male,0,Total,Total,Total,Total,Total,18605,18240,0,1.95119329176521,18240,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,10 YAG,Female + male,0,Total,Total,Total,Total,Total,1695,1660,0,2.18289085545723,1660,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,10 YAG,Female + male,0,Total,Total,Total,Total,Total,990,950,0,3.94337714863498,950,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,10 YAG,Female + male,0,Total,Total,Total,Total,Total,3295,3220,0,2.39611768274189,3220,100
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,10 YAG,Female + male,0,Total,Total,Total,Total,Total,14895,14460,0,2.90701577710641,14460,100
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,10 YAG,Female + male,0,Total,Total,Total,Total,Total,20435,19720,0,3.48911181795938,19720,100
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,10 YAG,Female + male,0,Total,Total,Total,Total,Total,32445,31500,0,2.92476962431041,31500,100
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,10 YAG,Female + male,0,Total,Total,Total,Total,Total,7300,7080,0,3.04109589041096,7080,100
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,10 YAG,Female + male,0,Total,Total,Total,Total,Total,24145,23500,0,2.66329785030858,23500,100
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,10 YAG,Female + male,0,Total,Total,Total,Total,Total,31595,30445,0,3.64919610077225,30445,100
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,10 YAG,Female + male,0,Total,Total,Total,Total,Total,15505,14945,0,3.61220408953106,14945,100
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,10 YAG,Female + male,0,Total,Total,Total,Total,Total,18210,17720,0,2.68548519962656,17720,100
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,10 YAG,Female + male,0,Total,Total,Total,Total,Total,16155,15700,0,2.84087392461472,15700,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,2335,2335,0,0.0428449014567267,2335,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,1080,1075,0,0.37037037037037,1075,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,5565,5560,0,0.107797340998922,5560,100
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,10570,10470,0,0.955444139627282,10470,60.2
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,6970,6930,0,0.602582496413199,6930,39.8
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,18860,18650,0,1.10298016756814,18650,78.5
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,5140,5100,0,0.778361548939482,5100,21.5
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,24295,24045,0,1.02486005926902,24045,58.9
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,16870,16755,0,0.687611144042679,16755,41.1
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,3510,3480,0,0.939903161492452,3480,41.3
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,4970,4950,0,0.442477876106195,4950,58.7
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,11125,11005,0,1.06067415730337,11005,40.5
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,16305,16190,0,0.686947988223749,16190,59.5
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,23625,23360,0,1.11741301955473,23360,63.3
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,13650,13550,0,0.732600732600733,13550,36.7
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9825,9690,0,1.38394220006106,9690,55.3
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,7905,7840,0,0.809716599190283,7840,44.7
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,11825,11710,0,0.972680368772731,11710,53.9
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,10050,10010,0,0.388021092428614,10010,46.1
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9225,9125,0,1.07305441144591,9125,47.3
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,10225,10185,0,0.410713761844692,10185,52.7
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,2310,2295,0,0.476603119584055,2295,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,1070,1065,0,0.561272217025257,1065,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,5665,5640,0,0.459039548022599,5640,100
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,10725,10510,0,1.97705865895738,10510,61.6
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,6605,6550,0,0.847970926711084,6550,38.4
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,18980,18615,0,1.94394689706037,18615,78.3
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,5200,5145,0,1.07692307692308,5145,21.7
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,23885,23485,0,1.68299422255715,23485,58.5
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,16905,16690,0,1.25998225377107,16690,41.5
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,3610,3525,0,2.32815964523282,3525,41.6
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,5000,4945,0,1.11944027986007,4945,58.4
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,11835,11570,0,2.23893207164583,11570,42.2
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,16025,15825,0,1.25421190565331,15825,57.8
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,23435,22960,0,2.01834862385321,22960,63.1
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,13650,13445,0,1.48728844604,13445,36.9
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,10315,10055,0,2.52084545278263,10055,57
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,7730,7585,0,1.92705638903259,7585,43
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,12605,12380,0,1.80058697548981,12380,56.3
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,9690,9615,0,0.774073691815461,9615,43.7
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9775,9605,0,1.75959079283887,9605,49.3
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,10005,9875,0,1.28948420631747,9875,50.7
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,2030,2005,0,1.13356333169049,2005,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,1010,995,0,1.77865612648221,995,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,5035,4980,0,1.07291873634015,4980,100
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,10420,10165,0,2.45681381957774,10165,62.6
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,6170,6080,0,1.4264872750851,6080,37.4
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,17925,17470,0,2.52189923561904,17470,77.5
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,5135,5060,0,1.44080996884735,5060,22.5
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,21210,20770,0,2.06054319124859,20770,56.7
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,16140,15875,0,1.63589044491263,15875,43.3
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,3290,3195,0,2.7972027972028,3195,38.8
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,5105,5040,0,1.21497158534196,5040,61.2
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,11315,11025,0,2.55390597384235,11025,42.3
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,15290,15050,0,1.56331763474621,15050,57.7
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,21555,20975,0,2.6860270922249,20975,63
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,12540,12310,0,1.85007974481659,12310,37
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9560,9295,0,2.78271785751648,9295,57.8
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,6910,6775,0,1.953125,6775,42.2
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,11415,11165,0,2.15543678261631,11165,54.5
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,9415,9325,0,0.966645421712343,9325,45.5
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9210,9000,0,2.30159591792422,9000,49.3
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,9395,9240,0,1.60758011284999,9240,50.7
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,1695,1660,0,2.18289085545723,1660,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,990,950,0,3.94337714863498,950,100
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,3295,3220,0,2.39611768274189,3220,100
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9150,8825,0,3.57377049180328,8825,61
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,5745,5640,0,1.84508268059182,5640,39
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,15710,15105,0,3.83219810299828,15105,76.6
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,4725,4615,0,2.34870926787981,4615,23.4
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,16915,16325,0,3.4764100744945,16325,51.8
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,15535,15170,0,2.32408420781562,15170,48.2
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,2880,2755,0,4.2043085476025,2755,38.9
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,4420,4320,0,2.28403437358661,4320,61.1
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,9450,9110,0,3.55630821337849,9110,38.8
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,14695,14390,0,2.08914596801633,14390,61.2
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,19820,19010,0,4.10171030724989,19010,62.4
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,11775,11435,0,2.88747346072187,11435,37.6
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,8870,8495,0,4.22821062126508,8495,56.8
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,6635,6450,0,2.78866445583358,6450,43.2
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,10220,9850,0,3.60148757095322,9850,55.6
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,7990,7870,0,1.51420347891378,7870,44.4
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,10 YAG,Female + male,0,Total,Total,Total,Left home region to study,Total,7810,7535,0,3.57142857142857,7535,48
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,10 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Total,8345,8165,0,2.15698022768125,8165,52
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,1535,1535,0,0,1535,65.9
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,650,650,0,0,650,60.5
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,3860,3860,0,0.0258933195235629,3860,69.4
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,7375,7305,0,0.935466377440347,7305,42
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,6485,6445,0,0.570635410240592,6445,37.1
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,14280,14145,0,0.952314263707023,14145,59.6
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,4810,4780,0,0.623830318153462,4780,20.1
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,20620,20440,0,0.872896561757432,20440,50.1
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,16175,16080,0,0.581143740340031,16080,39.4
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,2395,2375,0,0.917813934084272,2375,28.2
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,4755,4735,0,0.399495374264087,4735,56.2
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,8380,8295,0,1.02637546246569,8295,30.5
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,15750,15660,0,0.577741095803441,15660,57.6
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,17590,17425,0,0.949403069926094,17425,47.2
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,12555,12470,0,0.692951015531661,12470,33.8
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,6670,6580,0,1.364522417154,6580,37.5
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,7260,7200,0,0.771562413888123,7200,41.1
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,8615,8535,0,0.951717734447539,8535,39.3
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,9555,9530,0,0.272108843537415,9530,43.9
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,1 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,6630,6565,0,0.995625282848092,6565,34
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,1 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,9750,9710,0,0.389739592414437,9710,50.3
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,1315,1315,0,0,1315,57.3
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,575,570,0,0.522648083623693,570,53.8
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,3325,3320,0,0.18034265103697,3320,58.9
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,6380,6260,0,1.86549615927261,6260,36.7
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,5745,5710,0,0.661214546720028,5710,33.5
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,12610,12380,0,1.80044416243655,12380,52.1
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,4540,4505,0,0.792602377807133,4505,19
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,20070,19805,0,1.33525982761198,19805,49.3
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,15655,15510,0,0.932609389971255,15510,38.6
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,2115,2070,0,2.12564950401512,2070,24.5
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,4560,4515,0,1.00821917808219,4515,53.3
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,7860,7705,0,1.99720137387101,7705,28.1
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,14980,14820,0,1.04152757377487,14820,54.1
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,14900,14610,0,1.93946714985571,14610,40.1
202122,Tax year,National,K02000001,United Kingdom,E12000008,South East,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,11400,11255,0,1.25449600842179,11255,30.9
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,5860,5715,0,2.47524752475248,5715,32.4
202122,Tax year,National,K02000001,United Kingdom,E12000009,South West,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,6410,6300,0,1.74672489082969,6300,35.7
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,8035,7915,0,1.50572424091588,7915,36
202122,Tax year,National,K02000001,United Kingdom,E12000005,West Midlands,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,8845,8785,0,0.678272665611576,8785,39.9
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,3 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,6110,6010,0,1.58782124733999,6010,30.9
202122,Tax year,National,K02000001,United Kingdom,E12000003,Yorkshire and The Humber,3 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,9100,9000,0,1.0989010989011,9000,46.2
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Northern Ireland,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,1095,1095,0,0.0914076782449726,1095,54.5
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Scotland,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,470,470,0,0.423728813559322,470,47.2
202122,Tax year,National,K02000001,United Kingdom,z,All regions in Wales,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,2655,2650,0,0.188465887674331,2650,53.2
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,5655,5545,0,1.92749778956675,5545,34.1
202122,Tax year,National,K02000001,United Kingdom,E12000004,East Midlands,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,5050,4995,0,1.12871287128713,4995,30.7
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,10590,10380,0,1.99206948640483,10380,46.1
202122,Tax year,National,K02000001,United Kingdom,E12000006,East of England,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,4275,4235,0,0.958615852232873,4235,18.8
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,17275,17030,0,1.41252749797383,17030,46.5
202122,Tax year,National,K02000001,United Kingdom,E12000007,London,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,14385,14240,0,1.0287779785903,14240,38.9
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,1805,1765,0,2.21729490022173,1765,21.4
202122,Tax year,National,K02000001,United Kingdom,E12000001,North East,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,4465,4425,0,0.873264666368115,4425,53.7
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,5 YAG,Female + male,0,Total,Total,Total,Left home region to study,Currently in home region,6955,6825,0,1.89736955584304,6825,26.2
202122,Tax year,National,K02000001,United Kingdom,E12000002,North West,5 YAG,Female + male,0,Total,Total,Total,Stayed in home region to study,Currently in home/study region,13845,13685,0,1.15573533660792,13685,52.5
