time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,qualification_level,country_of_domicile_grouped,subject_name,grads,grads_uk,earnings_include,earnings_LQ,earnings_median,earnings_UQ,earnings_LQ_RTE,earnings_median_RTE,earnings_UQ_RTE
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Economics,65,60,45,35800,43800,54000,32800,40100,49500
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Education and teaching,465,450,320,23700,42300,50700,21700,38800,46500
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Engineering,810,760,570,35800,43400,55100,32800,39800,50500
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,English studies,345,335,235,16400,31800,41200,15000,29100,37800
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,"General, applied and forensic sciences",40,35,25,25200,36100,43100,23100,33100,39400
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,"Geography, earth and environmental studies",450,415,305,30300,36500,47100,27700,33400,43100
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Health and social care,40,40,30,39100,46000,55800,35800,42100,51100
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,History and archaeology,475,455,305,21200,31800,38700,19400,29100,35400
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Languages and area studies,195,175,110,23400,34700,44200,21400,31700,40400
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Law,130,120,85,33600,43400,50000,30700,39800,45800
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Materials and technology,170,160,120,34300,42000,51500,31400,38400,47100
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Mathematical sciences,280,260,195,33900,41200,62400,31100,37800,57100
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,"Media, journalism and communications",110,110,75,26300,36100,45600,24100,33100,41800
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Medical sciences,205,195,145,32500,42000,73000,29700,38400,66800
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Medicine and dentistry,1275,1220,930,37200,56200,92000,34100,51500,84200
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Nursing and midwifery,100,100,75,31800,43800,55500,29100,40100,50800
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Performing arts,170,160,115,16800,31800,41100,15400,29100,37600
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",150,145,105,31400,42000,57700,28700,38400,52800
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Philosophy and religious studies,180,165,100,21200,33800,40500,19400,31000,37100
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Physics and astronomy,510,465,345,35000,44500,63900,32100,40800,58500
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Politics,150,140,85,28500,38300,46400,26100,35100,42400
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Psychology,1060,1020,820,26600,38500,47900,24400,35200,43900
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,"Sociology, social policy and anthropology",345,335,245,25200,38300,45300,23100,35100,41400
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Sport and exercise sciences,125,120,100,36500,41200,47400,33400,37800,43400
202021,Tax year,National,K02000001,United Kingdom,2014/2015,5 YAG,Level 8,UK,Veterinary sciences,45,40,35,35400,39400,55500,32400,36100,50800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"Agriculture, food and related studies",2395,2365,1700,17200,21900,27700,15700,20100,25400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Allied health,10025,9890,6640,20800,27400,33200,19000,25100,30400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"Architecture, building and planning",4605,4525,2755,23400,30700,39800,21400,28100,36400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Biosciences,10445,10235,6125,19300,24800,30700,17700,22700,28100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Business and management,35300,34625,25930,19700,25600,33600,18000,23400,30700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Celtic studies,10,10,5,22600,24600,25700,20700,22600,23600
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Chemistry,3365,3300,2010,23000,27700,34700,21100,25400,31700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Combined and general studies,4525,4425,2590,14600,24500,34700,13400,22400,31700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Computing,11560,11395,8825,21900,29200,39100,20100,26700,35800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Creative arts and design,21095,20680,14830,14200,19700,24800,13000,18000,22700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Economics,5480,5385,3965,26600,34700,45300,24400,31700,41400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Education and teaching,15490,15300,11910,16800,23700,27700,15400,21700,25400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Engineering,13020,12745,9545,25900,32100,39400,23700,29400,36100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,English studies,11580,11315,7585,17500,23000,27400,16000,21100,25100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"General, applied and forensic sciences",1560,1545,1085,18700,23400,28800,17200,21400,26400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"Geography, earth and environmental studies",7465,7265,5250,21500,25900,31400,19700,23700,28700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Health and social care,6150,6110,4305,17500,24800,31800,16000,22700,29100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,History and archaeology,11220,11000,7305,19000,24100,30200,17400,22100,27600
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Languages and area studies,5300,4985,3215,20800,26300,33200,19000,24100,30400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Law,11340,11195,7195,19000,24100,31800,17400,22100,29100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Materials and technology,1540,1500,1050,17500,23700,31800,16000,21700,29100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Mathematical sciences,6240,6115,4295,24800,31400,40200,22700,28700,36800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"Media, journalism and communications",7980,7835,5900,16100,21200,25900,14700,19400,23700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Medical sciences,3115,3080,1855,25600,31800,39100,23400,29100,35800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Medicine and dentistry,6955,6720,4880,41300,49300,57300,37900,45100,52500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Nursing and midwifery,20360,20190,14815,25200,31000,37200,23100,28400,34100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Performing arts,12495,12305,8675,12000,17900,23000,11000,16400,21100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2870,2835,1405,20800,32500,41600,19000,29700,38100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Philosophy and religious studies,3470,3390,2060,18600,24800,31400,17000,22700,28700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Physics and astronomy,3065,2990,1680,25900,32500,41600,23700,29700,38100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Politics,5190,5035,3330,21500,27400,34700,19700,25100,31700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Psychology,13365,13170,8290,17500,22600,27400,16000,20700,25100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,"Sociology, social policy and anthropology",11020,10835,7560,17900,23000,27700,16400,21100,25400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Sport and exercise sciences,9310,9145,6600,17500,22300,26600,16000,20400,24400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,First-degree,UK,Veterinary sciences,920,895,625,26300,32800,37600,24100,30100,34400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"Agriculture, food and related studies",495,485,355,20100,26600,35400,18400,24400,32400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Allied health,6585,6485,4535,24500,33900,45300,22400,31100,41400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"Architecture, building and planning",3620,3485,2625,29200,36900,46000,26700,33800,42100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Biosciences,1650,1605,910,21900,28100,37600,20100,25700,34400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Business and management,10660,10385,7365,28500,41900,59100,26100,38300,54100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Celtic studies,10,10,5,13900,20400,40200,12700,18700,36800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Chemistry,275,260,140,24500,30300,36100,22400,27700,33100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Combined and general studies,475,470,240,18600,28800,40900,17000,26400,37400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Computing,2025,1970,1340,28800,42000,61300,26400,38400,56100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Creative arts and design,2240,2180,1380,12800,22300,30300,11700,20400,27700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Economics,800,775,515,33200,43400,59100,30400,39800,54100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Education and teaching,13475,13115,9655,27700,37200,45300,25400,34100,41400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Engineering,2865,2755,1885,30700,40500,54800,28100,37100,50100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,English studies,2280,2220,1265,15700,24100,31400,14400,22100,28700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"General, applied and forensic sciences",335,325,220,20800,25900,32800,19000,23700,30100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"Geography, earth and environmental studies",1515,1460,980,25900,31400,38700,23700,28700,35400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Health and social care,3725,3700,2665,24100,32800,39400,22100,30100,36100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,History and archaeology,2485,2430,1335,19300,25600,32800,17700,23400,30100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Languages and area studies,870,815,430,18600,27400,35400,17000,25100,32400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Law,5205,5110,3830,24100,34300,49600,22100,31400,45500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,MBA,2395,2290,1655,40200,64200,98600,36800,58800,90200
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Materials and technology,505,480,285,25200,35200,50400,23100,32200,46100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Mathematical sciences,685,660,380,30700,41600,61700,28100,38100,56500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"Media, journalism and communications",1815,1755,1235,20100,27000,33900,18400,24700,31100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Medical sciences,1350,1330,845,28500,37200,46000,26100,34100,42100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Medicine and dentistry,3340,3240,2050,34300,47800,66800,31400,43800,61200
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Nursing and midwifery,5535,5460,3810,27400,36500,44900,25100,33400,41100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,PGCE,16345,15925,13065,24800,27700,31400,22700,25400,28700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Performing arts,1560,1530,950,13100,21400,28100,12000,19600,25700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"Pharmacology, toxicology and pharmacy",1480,1460,995,31000,42000,48600,28400,38400,44500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Philosophy and religious studies,905,885,405,17900,28500,41200,16400,26100,37800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Physics and astronomy,320,310,140,29200,36100,44500,26700,33100,40800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Politics,1770,1705,1050,25600,34700,51800,23400,31700,47500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Psychology,4735,4650,2625,20400,28100,37600,18700,25700,34400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,"Sociology, social policy and anthropology",2915,2835,1745,23400,32100,43100,21400,29400,39400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Sport and exercise sciences,975,940,620,19700,25900,32500,18000,23700,29700
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 7,UK,Veterinary sciences,255,250,150,23700,38700,58800,21700,35400,53800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"Agriculture, food and related studies",35,30,30,27700,35000,43400,25400,32100,39800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Allied health,285,275,210,29200,36900,52900,26700,33800,48500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"Architecture, building and planning",110,110,75,24100,33600,44900,22100,30700,41100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Biosciences,740,700,530,31400,35800,44200,28700,32800,40400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Business and management,320,310,220,29600,42000,49600,27100,38400,45500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Celtic studies,5,5,0,9100,30300,31800,8400,27700,29100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Chemistry,520,490,400,31400,36100,44900,28700,33100,41100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Combined and general studies,25,20,15,20400,34700,45300,18700,31700,41400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Computing,265,245,180,35400,46700,65000,32400,42800,59500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Creative arts and design,160,155,110,13900,26300,34400,12700,24100,31500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Economics,65,65,35,35000,43400,56900,32100,39800,52100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Education and teaching,450,430,320,27000,41200,48900,24700,37800,44800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Engineering,825,775,570,32800,40500,53300,30100,37100,48800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,English studies,330,315,205,18200,28800,36900,16700,26400,33800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"General, applied and forensic sciences",50,45,30,29600,33600,39100,27100,30700,35800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"Geography, earth and environmental studies",410,385,275,29900,35000,40900,27400,32100,37400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Health and social care,45,40,35,35800,44200,51500,32800,40400,47100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,History and archaeology,520,495,335,19000,29900,37200,17400,27400,34100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Languages and area studies,205,195,120,20800,31000,38700,19000,28400,35400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Law,145,135,95,27400,39100,47100,25100,35800,43100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Materials and technology,175,170,130,31800,38700,47800,29100,35400,43800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Mathematical sciences,280,270,195,32500,40200,54000,29700,36800,49500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"Media, journalism and communications",80,75,55,16400,25600,39100,15000,23400,35800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Medical sciences,280,260,200,33200,44500,68100,30400,40800,62400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Medicine and dentistry,1180,1125,875,36500,54800,84700,33400,50100,77500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Nursing and midwifery,105,100,75,30700,44900,50700,28100,41100,46500
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Performing arts,175,170,120,14200,25600,38300,13000,23400,35100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",125,125,95,31000,37600,48200,28400,34400,44100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Philosophy and religious studies,225,215,130,22300,31100,41200,20400,28500,37800
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Physics and astronomy,515,465,340,33900,40900,54800,31100,37400,50100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Politics,160,155,95,21200,35400,44200,19400,32400,40400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Psychology,1065,1035,810,27000,37600,45200,24700,34400,41400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,"Sociology, social policy and anthropology",375,360,250,27000,34300,44200,24700,31400,40400
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Sport and exercise sciences,120,115,100,32100,36100,43800,29400,33100,40100
202021,Tax year,National,K02000001,United Kingdom,2016/2017,3 YAG,Level 8,UK,Veterinary sciences,40,40,30,32800,36900,47800,30100,33800,43800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"Agriculture, food and related studies",2355,2320,1475,14600,19300,24100,13400,17700,22100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Allied health,11085,10995,7130,17500,23400,27700,16000,21400,25400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"Architecture, building and planning",5290,5225,3285,19000,24800,31800,17400,22700,29100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Biosciences,10935,10780,4900,14600,19700,24500,13400,18000,22400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Business and management,37760,37215,23895,16100,20800,26600,14700,19000,24400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Celtic studies,10,10,0,7700,7700,7700,7000,7000,7000
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Chemistry,3510,3445,1765,18600,23000,28100,17000,21100,25700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Combined and general studies,3170,3125,1625,13900,21500,30300,12700,19700,27700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Computing,12510,12375,8210,18200,24500,31000,16700,22400,28400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Creative arts and design,21080,20805,13245,10200,15700,20100,9400,14400,18400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Economics,6335,6240,3425,19700,25900,32800,18000,23700,30100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Education and teaching,13920,13825,9035,14200,19700,24100,13000,18000,22100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Engineering,14255,14040,9160,21500,27000,32500,19700,24700,29700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,English studies,10340,10175,4995,12000,17900,22300,11000,16400,20400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"General, applied and forensic sciences",1525,1505,865,14600,19000,23700,13400,17400,21700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"Geography, earth and environmental studies",7405,7235,3680,15300,20400,25600,14000,18700,23400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Health and social care,6000,5980,3895,15700,23000,29600,14400,21100,27100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,History and archaeology,10860,10690,4800,13500,19000,23700,12400,17400,21700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Languages and area studies,4925,4680,2320,15700,21200,26300,14400,19400,24100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Law,11980,11855,4370,15300,19300,24200,14000,17700,22200
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Materials and technology,1065,1050,645,13900,20800,27000,12700,19000,24700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Mathematical sciences,6005,5920,3055,19000,25200,31000,17400,23100,28400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"Media, journalism and communications",8080,7975,5185,11300,16800,20800,10400,15400,19100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Medical sciences,3110,3085,1755,22600,26600,31400,20700,24400,28700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Medicine and dentistry,7050,6995,5000,36900,39400,42300,33800,36100,38800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Nursing and midwifery,19590,19500,15800,25600,29600,34700,23400,27100,31700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Performing arts,12630,12480,7580,8900,13500,18200,8200,12400,16700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2655,2635,1560,19000,25900,28800,17400,23700,26400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Philosophy and religious studies,3535,3480,1540,13900,19300,24800,12700,17700,22700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Physics and astronomy,3015,2950,1280,19300,25900,31100,17700,23700,28400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Politics,6075,5950,2915,15700,21200,26600,14400,19400,24400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Psychology,14315,14155,6955,13500,18200,22300,12400,16700,20400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,"Sociology, social policy and anthropology",12125,11980,6830,13900,18600,23400,12700,17000,21400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Sport and exercise sciences,8830,8715,4760,12400,17200,21200,11400,15700,19400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,First-degree,UK,Veterinary sciences,1130,1125,825,23400,30300,32500,21400,27700,29700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"Agriculture, food and related studies",645,630,470,17200,23700,30300,15700,21700,27700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Allied health,7930,7830,5380,23400,31000,41600,21400,28400,38100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"Architecture, building and planning",4395,4300,3300,25200,31000,38700,23100,28400,35400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Biosciences,2470,2395,1415,20100,25200,33900,18400,23100,31100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Business and management,12560,12275,8540,22300,31400,46700,20400,28700,42800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Celtic studies,10,10,0,21500,21500,22900,19700,19700,20900
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Chemistry,380,375,195,21500,25200,31800,19700,23100,29100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Combined and general studies,500,490,250,17800,25600,34300,16300,23400,31400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Computing,3150,3080,2170,24800,33900,48200,22700,31100,44100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Creative arts and design,3175,3115,1915,11300,18200,25200,10400,16700,23100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Economics,945,925,600,26600,33900,45300,24400,31100,41400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Education and teaching,12675,12410,9075,25200,35800,43800,23100,32800,40100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Engineering,3380,3300,2370,25900,32800,46900,23700,30100,43000
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,English studies,3235,3150,1780,14200,20400,27700,13000,18700,25400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"General, applied and forensic sciences",485,470,330,17900,21900,27700,16400,20100,25400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"Geography, earth and environmental studies",1885,1820,1275,21900,26600,31800,20100,24400,29100
